Video ID,Title,Description,Published At,Channel Title,Tags,View Count,Like Count,Dislike Count,Comment Count,Duration,Dimension,Definition,Caption,Category ID,Region Code,Country,Category Name
PDQHFHD-k4s,Welcome to the Wild West! YEEHAW!,"Grab your cowboy hat and saddle up for an adventure! This season, the Wild West comes alive with exciting new challenges, an epic Super Wall Breaker Medal Event, rootin'-tootin' Hero skins and cosmetics, and much more. Yeehaw!


Follow us on our Socials!
Twitter ► https://twitter.com/ClashofClans/
Instagram ► https://www.instagram.com/clashofclans 
Facebook ► https://www.facebook.com/ClashofClans 
TikTok ► https://www.tiktok.com/@clashofclans

Attack. Defend. Strategize. Download for free for mobile devices. supr.cl/PlayClashOfClans

From rage-­filled Barbarians with glorious mustaches to pyromaniac wizards, raise your own army and lead your clan to victory! Build your village to fend off raiders, battle against millions of players worldwide, and forge a powerful clan with others to destroy enemy clans.
PLEASE NOTE! Clash of Clans is free to download and play, however some game items can also be purchased for real money 

Also, under our Terms of Service and Privacy Policy, you must be at least 13 years of age to play or download Clash of Clans.
A network connection is also required.

FEATURES
- Build your village into an unbeatable fortress 
- Raise your own army of Barbarians, Archers, Hog Riders, Wizards, Dragons and other mighty fighters
- Battle with players worldwide and take their Trophies
- Join together with other players to form the ultimate Clan
- Fight against rival Clans in epic Clan Wars 
- Build 18 unique units with multiple levels of upgrades
- Discover your favorite attacking army from countless combinations of troops, spells, Heroes and Clan reinforcements 
- Defend your village with a multitude of Cannons, Towers, Mortars, Bombs, Traps and Walls
- Fight against the Goblin King in a campaign through the realm

Chief, are you having problems? Visit https://help.supercellsupport.com/clash-of-clans/en/

Privacy Policy:
https://supercell.com/en/privacy-policy/

Terms of Service:
https://supercell.com/en/terms-of-service/

Parent’s Guide:
https://supercell.com/en/parents/

#clashofclans #wildwest #seasonchallenges",2024-06-01T08:00:10Z,Clash of Clans,"['clash of clans', 'COC', 'Clash of Clans Gameplay', 'Clash of Clans Strategy', 'Clash of Clans Animation', 'Clash of Clans Commercial', 'Clash of Clans Attacks', 'Clash of Clans Town Hall', 'Hog Rider', 'PEKKA', 'Clan Wars', 'season challenges', 'clan war leagues', 'clash on', 'clan game', 'clan games', 'clash-a-rama', 'clasharama', 'wild west', 'the wild bunch', 'wild west trailer']",2486935,51739,N/A,1779,PT47S,2d,hd,false,20,BR,BR,Gaming
RteMixrzJjA,CUIABÁ 0 X 1 INTERNACIONAL | MELHORES MOMENTOS | 7ª RODADA BRASILEIRÃO 2024 | ge.globo,"Internacional vence o Cuiabá por 1 a 0 na Arena Pantanal.

🌟 Confira todos os melhores momentos com mais replays em ge.globo: 
https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/01-06-2024/cuiaba-internacional.ghtml

🌟 Veja como ficou a tabela: https://ge.globo.com/futebol/brasileirao-serie-a/

🌟 Assine Premiere: 
https://gplay.la/ytgepremiere

#Brasileirão #Cuiaba #Internacional
______________________________________
✅ INSCREVA-SE NO CANAL GE:  https://cutt.ly/xfHlwBk

👍 Curtiu o vídeo? Deixe seu like e dê seu pitaco 😎⚽ 

🌟 Playlists pra você maratonar 🌟 

► Bola Quadrada:  https://cutt.ly/IfHk7ra 
► BMFC: https://cutt.ly/gfHk5bH
►Humor no GE: https://cutt.ly/HfHk6SY
►Jogos Históricos: https://cutt.ly/BkxoZJX
► Listas e TOPs: https://cutt.ly/hkxo51U
► Originais GE: https://cutt.ly/vkxpunL
► Melhores Momentos do Brasileirão:  https://cutt.ly/NfHk9TS
► Melhores Copa do Brasil: https://cutt.ly/LfHk3Di
► Gols Série B: https://cutt.ly/LfHk84c

✅ Inscreva-se, também, no canal do CARTOLA FC e fique por dentro das melhores dicas do maior fantasy game do Brasil - https://cutt.ly/ffV1Xri
______________________________________  

No canal ge você encontra os melhores conteúdos do FUTEBOL BRASILEIRO! 🤙😎",2024-06-01T23:41:07Z,ge,"['inter', 'internacional', 'cuiabá', 'cuiabá x internacional', 'gol do inter', 'esporte', 'esportes', 'ge', 'ge.globo', 'globo esporte', 'globo', 'globoesporte.com', 'sportv', 'futebol', 'canal do ge', 'campeonato brasileiro', 'brasileirao', 'gol', 'gols', 'canal', 'globoesporte', 'tv', 'sports', 'brasileirão', 'ao vivo', 'com imagem', 'com imagens', 'melhores momentos', 'highlights', 'gols da rodada', 'gols de hoje', 'MM', 'é gol', 'futebol nacional', 'Vitória', 'vitória', 'empate', 'derrota', 'defesa', 'trave', 'fora', 'para fora', 'VAR', 'Internacional fc', 'Inter', 'Inter de Porto Alegre', 'Cuiabá']",188515,4799,N/A,249,PT3M31S,2d,hd,false,17,BR,BR,Sports
EdZQuXTAKis,Gloria Groove - Eu Era Feliz (feat. Belo) - Ao Vivo,"Sejam bem-vindos a Serenata da GG, Vol. 1 (Ao Vivo) - Pra quem AMA demais 

OUÇA #EuEraFeliz EM TODAS AS PLATAFORMAS DIGITAIS: https://orcd.co/serenata-vol1

ME SIGA NAS REDES SOCIAIS:
https://www.instagram.com/gloriagroove/
https://www.tiktok.com/@gloriagroove
https://www.facebook.com/gloriagroove
https://twitter.com/gloriagroove

#GloriaGroove #SerenataDaGG #Pagode

“Eu Era Feliz (feat. Belo) - Ao Vivo”
(Umberto Tavares, Jefferson Junior, Gloria Groove)

Ainda bem 
Que existe foto e existe vídeo
Registros do que foi vivido 
De um amor que não volta mais 

Eu lembro bem 
Daquela nossa inocência 
De cada nota e cada crença 
Um tempo que ficou pra trás 

Pensando bem 
Eu não sabia bem se era amor 
Fui descobrir depois que acabou 
Já era tarde pra entender o seu valor 

Pensando bem 
Chorar tem gosto de saudade 
Eu vejo que a felicidade tava tão perto 
Só não podia perceber 

E se eu lembrar 
Vai machucar 
Eu não consigo esconder 
O quanto dói, não superei 
Eu era feliz e não sabia 

Deixa eu chorar 
Talvez assim 
Leva essa falta de você 
Pra longe de mim, não superei 
Eu era feliz e não sabia

Realização: @SBMUSICOFICIAL:
Direção/Empresariamento: Samy Elia 
Diretora de produção: Kika Simões 
Gestão de novos negócios: Gaby Sartori 
Produção/Logística: Gabriela Fernandes 
Assistente prod. artistica: Felipe Catão 
Assistente prod. executiva: Isaac Elia
Atendimento: Anamaria Antunes 

Head de Marketing e estratégia: Myrella Marinho
Assessoria: RD COMUNICA
Conteudos: SemBabozera, Juan Lucas
Fotografas: Carol Demper, Steff Lima 
Id Visual: Açai

Stylist: Bianca Jahara 
Prod. Moda: Paulo Tawdr 
Assist. styling: Lucas Bueno 
Estilista: Alessandra Cacciatore
Camareira: Edna Correa 
Maquiador: Victor Nogueira
Hairstylist: Thereza Brown e Rafaella Schlindwein
Nails Designer: Aline Carvalho

Ficha Técnica: 

Direção Geral: Belinha Lopes
Produção: Bellart Filmes
Direção/Produção Musical: Rafael Castilhol
Captação de Áudio e Mixagem: Estúdio Century
Roteiro: Gloria Groove e Edu Araujo 
Direção Criativa: Gloria Groove e Belinha Lopes
Produção Executiva: Belinha Lopes
Diretor de Produção: Tiago Melo
Assistente de Direção: Luma Antunes 
Direção de Fotografia: Fernando Duarte
Light Designer: Carlinhos Nogueira
Cenografia: Kamilla Elizeu e Maria Eduarda Junqueira
Produção Técnica: Diogo Braga (Doug) e Victor Antunes
Produtora de Palco: Giulia Andrade
Diretor de Imagem: Pikachu
Edição: Bruno Rocha
Color Grading: Leandro Lamezi | Cora Post Studio
Diretor Técnico: Wiggo Berge
Operadores de Câmera: Christoffer Pixinine, Renan do Carmo, Phillip Correia, Mateus Santos, Bruno Rocha, Eduardo Moreira, Rodrigo Oli, Vitor Hugo Silvano, Pitter Matheus
Operador de Cammate: Evandro Rodrigo de Nadai
Maquinista: Flávio Gomes
Unidade Móvel de Vídeo: Blip Produtora
Logger / GMA: Lucas Leal
Movimento: Megatroper
Iluminação: Cia da Luz
Cenotécnico: Morfos Cenografia e Soluções Artísticas
Contrarregras: Jadyr Ramos e Kauã da Costa Nogueira

Musicos: Rafael Castilhol, Robert Lucas, Wellington Costa, Raul Silva, Ian Felix, Adalberto Miranda, Fabio Moura, Williams Melo, Alisson Lima, Michel Fujiwara, Thiago Teixeira, Diego Silva, Daniel Silva, Marcos Graça, Luiz Silva, Rafael Oliveira, Bruno Belasco, Denilson Martins, Roberto Silva

Arranjos vocais: Wandy Mateus 
Backings: Daniele Couto, Flavia Mello, Thais Ribeiro e Emily Marques
Coreografa: Flavia Lima


SIGA A CENTRAL DA GG OFICIAL NA REDES:
https://www.instagram.com/centraldaggofc
https://x.com/centraldaggofc",2024-05-31T21:00:08Z,Gloria Groove,"['gloria groove', 'lady leste', 'pop', 'bumbum de ouro', 'bonekinha', 'funk', 'clipe oficial', 'official music video', 'radar', 'ludsession', 'affair', 'gloria groove e ludmilla', 'gloria groove a tua voz', 'gloria groove clipe oficial', 'tiktok challenge', 'desafio tiktok', 'gloria groove bonekinha', 'gloria groove a queda o video', 'gloria groove coisa boa', 'gloria groove homem', 'pagode', 'serenata da gg', 'trend tiktok', 'trend capcut', 'pagodeira', 'belo', 'ferrugem', 'gloria e sorriso maroto', 'sorriso maroto', 'eu era feliz', 'samba']",143185,8428,N/A,382,PT3M4S,2d,hd,false,22,BR,BR,People & Blogs
mrJWtpa41b0,Seu Desejo - De volta pro amor (Ao Vivo) | DVD Nosso Tempo É Agora,"De volta pro amor
Seu Desejo

Tô vivendo com uma sombra sobre mim
E uma nuvem no meu quarto de dormir
Tanto tempo sozinho
Às vezes eu acho que a culpa é minha
Tenho andado atrás dos sonhos que eu criei
Tanto sentimento que desperdicei
Infinito momento
Perdido na esquina do pensamento
Tudo que eu queria era sentir de novo o amor
Eu daria tudo pra sentir de novo o amor
As estrelas se recusam a brilhar
Um minuto leva horas pra passar
Tô sentindo falta
A vida ficou muito chata e fria
Eu queria alguém que acendesse a luz
Com esse tipo de energia que seduz
E que mostre o caminho
Ninguém vive feliz sozinho
Tudo que eu queria era sentir de novo o amor
Eu daria tudo pra sentir de novo o amor
E se eu abrir o meu coração
Eu só te peço que não me abandone outra vez
Ah-ah-ah-ah
Ah-ah-ah-ah
Tem momentos que eu não sei o que é real
Ou se alguém no mundo sente o que eu senti
Alguém de verdade
Chega de sonho pela metade
Tudo que eu queria era sentir de novo o amor
Eu daria tudo pra sentir de novo o amor
E se eu abrir o meu coração
E a minha alma te convidar
Todo cuidado pra não ferir
Não jogue meus sonhos fora outra vez
Outra vez
De volta para o amor
De volta para o amor


#fortaleza #lançamento #devoltaproamor #alessandrocosta #yaratche #dvd #wesleysafadão #superficial #romanticas #forro2024 #forroromantico #desejo",2024-05-31T21:00:08Z,Seu Desejo,"['desejo de menina', 'yara tchê', 'alessandro', 'dvd', 'yara tche e joao gomes', 'seu desejo', 'seu desejo react', 'seu desejo 2024', 'seu desejo yara tche e alessandro', 'seu desejo dvd em fortaleza', 'seu desejo cama de solteiro', 'seu desejo nosso tempo é agora', 'yara tche marreta you planeta', 'yara tche deixa eu te amar', 'yara tche podcast', 'alessandro costa', 'ale desejo', 'desejo', 'desejo de menína', 'desejo de menina as melhores', 'taty girl', 'wesley safadao', 'walkyria santos', 'desejo de menina ao vivo']",127374,7396,N/A,1018,PT3M31S,2d,hd,false,10,BR,BR,Music
Lc_zh6lPUWQ,Gloria Groove - Loucuras de Amor (Ao Vivo),"Sejam bem-vindos a Serenata da GG, Vol. 1 (Ao Vivo) - Pra quem AMA demais

OUÇA #LoucurasDeAmor EM TODAS AS PLATAFORMAS DIGITAIS: https://orcd.co/serenata-vol1

ME SIGA NAS REDES SOCIAIS:
https://www.instagram.com/gloriagroove/
https://www.tiktok.com/@gloriagroove
https://www.facebook.com/gloriagroove
https://twitter.com/gloriagroove

#GloriaGroove #SerenataDaGG #Pagode 

“Loucuras de Amor - Ao Vivo”
(Umberto Tavares, Jefferson Junior, Gloria Groove)

Amor da minha vida 
Corre aqui no portão 
Vem ver o que eu te preparei
Mensagem do meu coração 

Não temos mais saída 
Não tenho condição 
De me enganar e te perder 
Por isso eu vim aqui dizer 

Te amo e as palavras já não bastam mais 
No travesseiro eu vou fazendo planos e a minha mente de você não sai 

Eu vou gritar bem alto 
Que é pra todo mundo ouvir 
Todo bem que você me faz 
Subo nesse palco 
Sem vergonha vou fazer   
Loucuras de amor 

Eu só quero você
Gosto com você 
Só faço com você
Penso em você 
Não canso de dizer 
Que hoje eu descobri o amor

Realização: @SBMUSICOFICIAL:
Direção/Empresariamento: Samy Elia 
Diretora de produção: Kika Simões 
Gestão de novos negócios: Gaby Sartori 
Produção/Logística: Gabriela Fernandes 
Assistente prod. artistica: Felipe Catão 
Assistente prod. executiva: Isaac Elia
Atendimento: Anamaria Antunes 

Head de Marketing e estratégia: Myrella Marinho
Assessoria: RD COMUNICA
Conteudos: SemBabozera, Juan Lucas
Fotografas: Carol Demper, Steff Lima 
Id Visual: Açai

Stylist: Bianca Jahara 
Prod. Moda: Paulo Tawdr 
Assist. styling: Lucas Bueno 
Estilista: Alessandra Cacciatore
Camareira: Edna Correa 
Maquiador: Victor Nogueira
Hairstylist: Thereza Brown e Rafaella Schlindwein
Nails Designer: Aline Carvalho

Ficha Técnica: 

Direção Geral: Belinha Lopes
Produção: Bellart Filmes
Direção/Produção Musical: Rafael Castilhol
Direção Vocal: Blacy Gulfier
Captação de Áudio e Mixagem: Estúdio Century
Roteiro: Gloria Groove e Edu Araujo 
Direção Criativa: Gloria Groove e Belinha Lopes
Produção Executiva: Belinha Lopes
Diretor de Produção: Tiago Melo
Assistente de Direção: Luma Antunes 
Direção de Fotografia: Fernando Duarte
Light Designer: Carlinhos Nogueira
Cenografia: Kamilla Elizeu e Maria Eduarda Junqueira
Produção Técnica: Diogo Braga (Doug) e Victor Antunes
Produtora de Palco: Giulia Andrade
Diretor de Imagem: Pikachu
Edição: Bruno Rocha
Color Grading: Leandro Lamezi | Cora Post Studio
Diretor Técnico: Wiggo Berge
Operadores de Câmera: Christoffer Pixinine, Renan do Carmo, Phillip Correia, Mateus Santos, Bruno Rocha, Eduardo Moreira, Rodrigo Oli, Vitor Hugo Silvano, Pitter Matheus
Operador de Cammate: Evandro Rodrigo de Nadai
Maquinista: Flávio Gomes
Unidade Móvel de Vídeo: Blip Produtora
Logger / GMA: Lucas Leal
Movimento: Megatroper
Iluminação: Cia da Luz
Cenotécnico: Morfos Cenografia e Soluções Artísticas
Contrarregras: Jadyr Ramos e Kauã da Costa Nogueira

Musicos: Rafael Castilhol, Robert Lucas, Wellington Costa, Raul Silva, Ian Felix, Adalberto Miranda, Fabio Moura, Williams Melo, Alisson Lima, Michel Fujiwara, Thiago Teixeira, Diego Silva, Daniel Silva, Marcos Graça, Luiz Silva, Rafael Oliveira, Bruno Belasco, Denilson Martins, Roberto Silva

Arranjos vocais: Wandy Mateus 
Backings: Daniele Couto, Flavia Mello, Thais Ribeiro e Emily Marques
Coreografa: Flavia Lima


SIGA A CENTRAL DA GG OFICIAL NA REDES:
https://www.instagram.com/centraldaggofc
https://x.com/centraldaggofc",2024-05-31T15:00:18Z,Gloria Groove,"['gloria groove', 'lady leste', 'pop', 'bumbum de ouro', 'bonekinha', 'funk', 'clipe oficial', 'official music video', 'radar', 'ludsession', 'affair', 'gloria groove e ludmilla', 'gloria groove clipe oficial', 'tiktok challenge', 'desafio tiktok', 'gloria groove bonekinha', 'gloria groove a queda o video', 'gloria groove coisa boa', 'gloria groove homem', 'pagode', 'serenata da gg', 'trend tiktok', 'trend capcut', 'pagodeira', 'belo', 'ferrugem', 'gloria e sorriso maroto', 'sorriso maroto', 'loucuras de amor', 'pagode romantico', 'letra pagode']",155510,10278,N/A,461,PT3M46S,2d,hd,false,22,BR,BR,People & Blogs
ceOvvruVu_c,ACHEI O PLANETA DAS INTELIGÊNCIAS ARTIFICAIS (I.A) NO MINECRAFT | GroxMC,"LOJA DO CANAL! - https://www.lolja.com.br/killerproductionsful
--------------------------------
E AI, MEUS MANOS! DÁ UMA LIDA AQUI!
Aproveita e assiste esse outro vídeo: 
https://youtu.be/K4FCpRVKQ9g
--------------------------------
Dublagem:
GROX - Matheus Ramos @math_ramos31 
AQUARITIS - @AquaritisOficial 

Capturas
@bruniin2k 

Thumb
@SuperDableo 
--------------------------------
Compre já o livro do Super-Aldeão! 
VERSÃO DIGITAL: https://amzn.to/2SIMZjF
VERSÃO FÍSICA: https://bit.ly/3cPPFmm
--------------------------------
Compre já o livro ""Colorindo com Jason!
https://loja.uiclap.com/titulo/ua14289/
--------------------------------
Music Credits:
Composer: Whitesand (Martynas Lau)
Year: 2017
Title: Neverland
https://www.youtube.com/watch?v=K3sH5Yk5ldg

Composed by Martynas Lau (Whitesand) 
Release: 2018
Album: Monsters
https://www.youtube.com/watch?v=yj7g27GDVrY
Buy This Track on Bandcamp: https://goo.gl/Hqif2c

KARL CASSEY @WhiteBatAudio",2024-05-31T21:00:12Z,KillerProductionsful,"['minecraft', 'groxmc', 'grox', 'meus manos', 'shadowmage', 'athos', 'geleia', 'gui', 'mussoumano', 'element animation', 'dublado', 'villagers', 'aldeão', 'villager', 'como escravizar', 'como controlar', 'como fazer', 'mobs', 'guerra', 'seawatt', 'viral', 'mod', 'de minecraft', 'no minecraft', 'i.a', 'inteligencia artificial', 'star wars', 'sci-fi', 'planeta']",185000,14191,N/A,1100,PT22M2S,2d,hd,false,20,BR,BR,Gaming
ZBi4yxxqV5M,AO VIVO - MARATONA DO RIO 2024 /// 21 KM (COM IMAGENS),"LIVE DOS 21 KM DA MARATONA DO RIO 2024

Onde comprar os produtos da oficiais da prova: https://tenis.cc/maratonadorio

#adidas #maratonadorio

Contato comercial: contato@teniscerto.com

▬ INFORMAÇÕES IMPORTANTES ▬

O Tênis Certo é um canal de informações que divulga lançamentos e promoções de tênis. Não vendemos nenhum tipo de produto ou serviço. Se você comprar através dos nossos links, recebemos uma pequena comissão que nos ajuda a manter a produção do conteúdo. Isso não mudará o valor final da sua compra. Agradeço muito o seu apoio.

TAGS: maratona do rio, maratona, tênis da maratona, adidas adizero adios pro 3, adios 3, adios pro 3, tênis adidas com placa, super tênis adidas, tênis certo, eduardo suzuki, valery mello, rodrigo machado",2024-06-01T11:14:49Z,Tênis Certo,"['maratona do rio', 'maratona', 'tênis da maratona', 'adidas adizero adios pro 3', 'adios 3', 'adios pro 3', 'tênis adidas com placa', 'super tênis adidas', 'tênis certo', 'eduardo suzuki', 'valery mello', 'rodrigo machado']",51007,3501,N/A,144,PT2H11M30S,2d,hd,false,17,BR,BR,Sports
22tVWwmTie8,Eminem - Houdini [Official Music Video],"Eminem - Houdini
Listen: https://eminem.lnk.to/Houdini 

http://eminem.com
https://www.facebook.com/eminem
https://twitter.com/eminem
https://www.instagram.com/eminem

http://shadyrecords.com
https://www.facebook.com/ShadyRecords/
https://twitter.com/shadyrecords
https://www.instagram.com/shadyrecords

Director: Rich Lee
Director of Photography: Chris Probst
Producers: Justin Diener, Kathy Angstadt, Lisa Arianna
Production Company: Synapse
Finishing: Flawless Post
 
AI by Metaphysic
Supervisors: Jo Plaete & Chris Ume

#Eminem #Houdini #THEDEATHOFSLIMSHADY #COUPDEGRÂCE 

Music video by Eminem performing Houdini. © 2024 Marshall B. Mathers III

http://vevo.ly/7uCyh7",2024-05-31T04:00:02Z,EminemVEVO,"['Eminem', 'Houdini', 'Hip', 'Hop', 'エミネム', '에미넴', '埃米纳姆', 'Slim Shady']",26304584,1986732,N/A,138467,PT4M57S,2d,hd,true,10,BR,BR,Music
W_hsGsd39Kg,skibidi toilet 74,"astro fleet invades the earth

full-screen version

Amazing music used in the video:
SCP Laboratory ""Melancholy"" - Jacek ""Fragik"" Rogal
Kelly Bailey - Escape Array
Kelly Bailey - Requiem for Ravenholm
Kelly Bailey - Triage at Dawn
Kelly Bailey - Dark Interval

Respectful assets used in the video:
suits - https://steamcommunity.com/sharedfiles/filedetails/?id=2849230339
speakers models by ivip -https://steamcommunity.com/sharedfiles/filedetails/?id=2680336465
https://steamcommunity.com/sharedfiles/filedetails/?id=2684729253
map - https://steamcommunity.com/sharedfiles/filedetails/?id=1958007290
additional particles by @HoovyTube 

Contact me:
instagram.com/dafuqboomtv
blugrayguy@gmail.com",2024-06-01T03:40:07Z,DaFuq!?Boom!,"['sfm animation', 'skibidi toilet vs cameramen', 'skibidi toilet', 'scientist skibidi', 'tv woman', 'titan cameraman', 'titan speakerman', 'skibidi toilet all episodes', 'titan tv man', 'g-toilet', 'gman toilet']",17377514,986598,N/A,151217,PT7M2S,2d,hd,true,24,BR,BR,Entertainment
HCqbQapMjnA,Qual foi a reação da minha Mãe quando me viu no aeroporto,"✅ Deseja promover seu produto através do canal da Adeline Camargo? 
Então, entre em contato conosco. Estamos ansiosos para ajudá-lo!
Parcerias: familiacamargocomercial@gmail.com 

✅ SOCIAL MEDIA LINKS
https://youtube.com/@AdelineCamargo
https://www.youtube.com/@AdelineCamargoFlix
https://www.facebook.com/adelinecamargooficial
https://www.instagram.com/adelinecamargooficial

#adelinecamargo 

Adeline Camargo, All Rights Reserved
Este canal é apenas para fins de entretenimento. Não somos especialistas e não estamos fazendo recomendações. Compartilhamos nossas opiniões e o que funciona para nós, Sempre consulte especialistas e faça sua própria pesquisa. Aproveite, mas questione, explore mais e tome suas próprias decisões.",2024-05-31T15:00:28Z,Adeline Camargo,"['Viagem de motor home', 'Vlog de viagem', 'Turismo nos Estados Unidos', 'Parques nacionais', 'Aventuras ao ar livre', 'Experiência de vida nômade', 'Road trip nos EUA', 'Cidades turísticas', 'Ações beneficentes', 'Vida na estrada', 'Explorando a natureza', 'Comida local', 'Cultura americana', 'Dicas de acampamento', 'Vida em um motor home', 'Hospedagem alternativa', 'Ecoturismo', 'Atrações turísticas', 'Aventuras sustentáveis', 'Compras em lojas locais', 'Apreciando a paisagem', 'Natureza preservada nos EUA.']",248904,46960,N/A,6169,PT14M48S,2d,hd,false,24,BR,BR,Entertainment
KHUxfk3C6m4,Eu Criei um ANIMATRONIC do FNAF que Funciona!,"VÍDEOS TODA SEMANA!

CONTATO: parceria@contatoacucar.com
SE INSCREVA!",2024-05-31T13:21:50Z,Sugar,[],152287,3489,N/A,495,PT8M19S,2d,hd,false,24,BR,BR,Entertainment
3163UeYWx68,O ÚLTIMO A SAIR DA SUA CAMA EXTREMA VENCE *Deu ruim!,"https://stumbleguys.onelink.me/Zh4x/Curta

INGRESSOS PARA O NOSSO SHOW👇🏻🎟️
https://linktr.ee/showdosrosa

LOJA OFICIAL DOS ROSA 👇🏻
https://www.emillydosrosa.com.br/",2024-05-31T15:00:02Z,Emilly Vick,[],1560800,41064,N/A,3510,PT13M23S,2d,hd,false,28,BR,BR,Science & Technology
VGnOpZhsPk4,ATEEZ(에이티즈) - 'WORK' Official MV,"[GOLDEN HOUR : Part.1]
Release Date: 2024. 5. 31

Spotify ▶ https://bit.ly/47IOuQs
iTunes ▶ https://bit.ly/49YmeL0
Melon ▶ https://bit.ly/3x8ACSa
genie ▶ https://bit.ly/3yHz8ij
FLO ▶ https://bit.ly/4e5Aun6

CHOREOGRAPHY : J Blaze, B.B TRIPPIN, SAN

본 영상은 전문가 대동 하에 안전에 유의하며 촬영하였습니다.

The safety of all staff - human and animal - was ensured on set under guidance of experts.

▶ ATEEZ Official Platform:
http://ateez.kqent.com
▶ ATEEZ Official X:
https://twitter.com/ATEEZofficial
▶ ATEEZ Official Instagram:
https://instagram.com/ATEEZ_official_
▶ ATEEZ Official TikTok:
https://www.tiktok.com/@ateez_official_
▶ ATEEZ Official Facebook:
https://facebook.com/ATEEZofficial

▶ KQ Official Homepage: 
http://kqent.com
▶ KQ Official Facebook: 
https://facebook.com/kqent
▶ KQ Official X: 
https://twitter.com/kqent
▶ KQ Official Instagram:
https://instagram.com/kqent

#ATEEZ #에이티즈 #GOLDENHOUR_Part1",2024-05-31T04:00:01Z,KQ ENTERTAINMENT,"['KQ', '케이큐']",15286570,408358,N/A,33981,PT3M15S,2d,hd,true,10,BR,BR,Music
yAlT4Vw93BM,ARMARIA MÃE - A REFORMA COMPLETA,"MAIS INFORMAÇÕES:
▶  https://linktr.ee/wiris.viana_ofc",2024-05-30T22:38:05Z,Wiris Viana,"['webséries', 'achatadaminhairm']",508201,10955,N/A,431,PT9M46S,2d,hd,false,23,BR,BR,Comedy
UYlLBihMELs,ESTOU GRÁVIDA🤰🥰 *5º GRAVIDEZ* 🙌❤️,,2024-05-30T22:18:31Z,Sara Kellen Mãe de 5 ,[],289192,31869,N/A,5910,PT30M29S,2d,hd,false,22,BR,BR,People & Blogs
7nENOBFDLEY,VOCÊ SE LEMBRA DA MOMO? ELA TÁ NA MINHA PISCINA AGORA! - The Classrooms,"No vídeo de hoje eu vou investigar o desaparecimento de uma garota. Mas isso vai desencadear uma série de bizarrices! CONFIRA E SARAIVA O LIKE!
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com",2024-05-31T15:00:10Z,Jazzghost,"['jazzghost', 'jazz']",1377145,70310,N/A,4671,PT33M59S,2d,hd,false,20,BR,BR,Gaming
OAg3O1cBVnE,TAG DE CASAL ANA E EDU  l ANA HICKMANN,"Oi pessoal! Tudo bem? Junto do @eduguedesoficial, trago para vocês mais uma tag no vídeo de hoje!

Desta vez vai funcionar assim: A produção vai fazer uma série de perguntas sobre relacionamento e temos de apontar qual de nós dois se encaixa melhor com a pergunta

Gostariam de ver mais tags no canal? Deixem ai nos comentários! Também não esqueçam de curtir e ativar o sininho. Beijosss!

Vamos ajudar o Rio Grande do Sul? Quem puder contribuir, entre no link da Vakinha: https://www.vakinha.com.br/vaquinha/a-maior-campanha-solidaria-do-rs

INSCREVA-SE: https://goo.gl/FaiZHX

SIGAM: @ahickmann - https://www.instagram.com/ahickmann/
FACEBOOK: https://www.facebook.com/anahickmannoficial
TWITTER: @ahickmann - https://twitter.com/ahickmann

#anahickmann #eduguedes #tag",2024-05-30T23:00:17Z,Canal Ana Hickmann,"['ana hickmann', 'canal ana hickmann', 'hoje em dia', 'moda', 'beleza', 'edu guedes', 'tag', 'casal', 'relacionamento', 'trend', 'piscina']",342987,18728,N/A,1551,PT15M9S,2d,hd,false,22,BR,BR,People & Blogs
